Open,High,Low,Close
7431.01,7431.53,7406.55,7409.32
7409.31,7409.92,7361.01,7368.52
7367.62,7385.65,7318.0,7337.89
7338.9,7363.55,7326.2,7355.73
7355.73,7360.06,7321.0,7349.19
7349.19,7363.35,7342.97,7358.75
7357.64,7373.96,7346.76,7358.99
7358.76,7384.72,7350.09,7378.75
7378.97,7392.83,7368.55,7378.28
7376.58,7426.82,7371.26,7423.5
7423.06,7536.0,7421.64,7512.88
7513.11,7562.0,7490.66,7551.44
7551.47,7580.0,7486.85,7520.96
7521.15,7545.23,7517.0,7540.9
7540.9,7554.61,7517.02,7518.8
7518.79,7543.7,7516.06,7529.52
7529.52,7541.55,7504.6,7513.26
7513.21,7540.15,7496.0,7532.85
7532.85,7537.53,7510.99,7518.01
7518.02,7527.43,7512.93,7520.0
7520.0,7527.27,7516.82,7520.1
7520.23,7525.25,7505.57,7507.91
7508.18,7535.44,7507.39,7525.0
7525.0,7551.68,7520.0,7547.55
7547.88,7550.49,7516.51,7530.1
7530.09,7553.0,7519.2,7550.78
7550.84,7558.45,7535.64,7543.02
7543.47,7576.68,7536.5,7561.22
7561.27,7582.27,7550.0,7551.18
7551.2,7552.5,7526.88,7544.72
7544.72,7556.12,7535.0,7540.71
7540.71,7566.24,7540.58,7557.42
7557.77,7572.0,7545.87,7556.41
7556.31,7622.0,7465.44,7528.64
7528.59,7545.99,7505.02,7537.66
7537.29,7558.45,7527.64,7547.93
7548.1,7553.28,7527.13,7530.15
7530.15,7537.09,7516.34,7519.99
7519.05,7546.08,7509.43,7534.42
7534.43,7540.0,7520.78,7529.24
7529.01,7561.0,7526.91,7554.98
7554.94,7560.0,7542.07,7558.48
7558.78,7560.0,7540.0,7541.8
7541.99,7547.16,7525.96,7533.0
7532.5,7539.72,7524.0,7536.87
7537.08,7551.71,7531.71,7539.9
7539.74,7556.0,7536.44,7549.32
7549.52,7557.99,7534.9,7551.25
7551.24,7588.0,7547.56,7580.95
7581.18,7608.0,7563.23,7578.42
7578.42,7689.2,7574.39,7660.17
7659.77,7752.0,7651.0,7712.63
7712.58,7795.34,7690.7,7739.34
7739.59,7789.98,7737.15,7758.0
7758.9,7908.63,7758.29,7898.6
7898.6,8000.0,7851.0,7888.42
7889.64,7919.99,7874.32,7904.23
7903.95,7913.74,7866.01,7905.67
7905.67,7934.27,7899.97,7932.0
7932.0,7940.0,7892.32,7896.2
7896.08,7916.94,7885.75,7897.31
7897.38,7912.98,7892.5,7894.9
7894.71,7905.5,7853.65,7873.35
7873.35,7882.75,7821.0,7840.83
7839.75,7882.56,7826.63,7871.0
7871.0,7878.95,7853.56,7869.33
7869.29,7876.0,7851.26,7863.6
7863.43,7874.64,7855.0,7872.91
7873.05,7896.72,7857.53,7872.28
7872.28,7883.48,7864.06,7883.37
7883.11,7904.72,7880.61,7900.93
7900.93,7903.5,7868.0,7883.97
7884.32,7886.17,7866.52,7868.04
7867.97,7876.76,7855.0,7856.26
7856.26,7874.36,7856.15,7870.99
7871.0,7889.78,7869.71,7889.24
7888.12,7940.4,7881.69,7938.43
7938.43,7965.0,7888.19,7895.14
7895.13,7915.77,7840.0,7864.81
7866.64,7889.98,7856.8,7869.05
7869.02,7869.03,7810.73,7842.12
7840.3,7858.85,7814.88,7847.99
7847.99,7878.28,7837.26,7875.37
7875.29,7884.59,7838.8,7838.8
7841.16,7847.99,7815.0,7831.37
7830.3,7831.35,7740.29,7764.59
7764.04,7886.65,7723.71,7882.96
7882.96,7940.12,7868.15,7912.18
7912.18,7952.05,7878.01,7935.72
7937.21,7952.0,7897.82,7938.33
7937.88,8069.99,7919.22,8039.72
8039.72,8137.0,8030.0,8037.69
8038.54,8098.19,8032.39,8086.26
8086.26,8111.45,8060.0,8073.69
8073.69,8109.68,8041.28,8108.03
8108.01,8175.01,8079.0,8162.66
8162.57,8188.0,8057.31,8076.59
8075.01,8088.58,7975.74,8016.44
8016.43,8067.06,7945.72,8023.91
8020.58,8060.42,7997.81,8049.55
8049.83,8082.33,8020.7,8078.61
8078.0,8207.68,8078.0,8145.28
8145.92,8357.88,8142.0,8335.45
8336.28,8455.0,8284.69,8431.82
8430.53,8448.14,8328.89,8416.26
8416.26,8428.16,8342.17,8370.92
8370.93,8422.0,8286.0,8291.93
8293.38,8374.93,8256.74,8278.59
8278.07,8313.31,8244.93,8261.3
8261.33,8344.0,8255.0,8300.34
8300.34,8343.52,8299.58,8306.18
8306.05,8355.87,8288.0,8344.63
8343.92,8377.0,8312.79,8319.1
8319.11,8360.0,8307.85,8334.77
8334.76,8367.61,8320.0,8346.81
8346.93,8349.58,8319.0,8339.13
8339.14,8347.99,8320.01,8330.68
8330.69,8330.69,8277.21,8297.26
8297.27,8307.25,8264.86,8304.74
8304.28,8329.09,8295.0,8312.04
8312.05,8317.09,8280.0,8312.68
8313.45,8321.83,8276.0,8297.21
8296.98,8359.0,8284.19,8334.33
8334.65,8353.21,8320.99,8326.98
8327.06,8370.0,8325.03,8358.62
8359.14,8365.0,8329.6,8332.47
8332.2,8347.33,8311.01,8336.63
8336.64,8339.0,8276.0,8286.16
8285.92,8315.0,8215.2,8311.88
8309.58,8418.61,8303.27,8384.99
8384.99,8385.0,8184.0,8286.57
8286.46,8342.28,8285.0,8310.98
8310.98,8311.45,8278.15,8278.57
8278.57,8359.0,8237.36,8305.97
8306.09,8335.79,8212.0,8213.98
8212.97,8288.21,8050.0,8115.0
8115.0,8123.98,8010.0,8064.4
8063.22,8108.65,8048.63,8077.68
8077.68,8094.93,8050.0,8055.0
8055.0,8079.16,8035.01,8053.7
8053.7,8069.73,8041.0,8045.37
8045.37,8052.96,7963.05,7963.35
7963.56,7978.62,7870.0,7939.23
7939.99,8060.86,7935.29,8046.03
8046.42,8048.66,7957.55,8015.25
8015.92,8027.91,7973.78,8016.06
8017.36,8029.72,7988.58,7998.79
7998.72,8080.0,7997.68,8076.13
8076.13,8120.0,8041.07,8110.14
8110.98,8125.57,8023.55,8055.98
8054.72,8055.96,7928.0,7982.01
7983.21,7996.54,7931.28,7956.55
7956.88,7989.18,7950.0,7984.05
7983.28,8037.37,7980.73,8004.8
8004.05,8026.01,7991.11,7999.76
7999.75,8006.83,7980.0,7982.75
7983.09,7993.46,7946.27,7971.1
7971.18,7984.05,7935.56,7954.72
7954.96,7975.47,7928.0,7941.35
7941.44,7978.31,7935.8,7966.85
7966.75,7966.75,7933.02,7941.65
7941.67,7957.84,7925.68,7941.83
7941.99,7951.68,7904.13,7933.08
7933.25,7942.79,7896.0,7908.48
7908.71,7957.71,7903.4,7952.74
7952.91,7976.67,7935.05,7949.84
7949.57,7955.83,7930.21,7931.24
7931.67,7938.46,7909.3,7933.1
7932.51,7932.94,7864.24,7883.08
7884.25,7908.33,7868.88,7872.35
7872.36,7934.78,7852.01,7911.1
7911.21,7928.72,7876.0,7896.38
7895.56,7901.99,7865.59,7870.0
7870.62,7879.45,7855.0,7878.56
7878.02,7894.53,7871.0,7879.58
7879.56,7917.68,7878.83,7900.91
7901.49,7945.0,7900.5,7928.3
7928.29,7939.56,7891.43,7897.52
7897.54,7919.59,7879.07,7894.93
7894.94,7900.55,7875.55,7885.5
7885.5,7930.0,7882.75,7903.23
7902.62,7914.27,7893.0,7907.05
7907.05,7920.01,7805.01,7833.49
7832.12,7857.5,7812.8,7818.15
7818.15,7838.96,7778.0,7792.35
7792.73,7846.0,7786.38,7798.6
7798.23,7818.82,7788.68,7813.39
7812.95,7832.13,7804.39,7810.64
7810.68,7867.74,7810.3,7853.27
7854.82,7957.48,7853.17,7917.54
7917.55,8000.0,7913.06,7961.66
7961.49,7961.49,7805.0,7818.3
7819.97,7854.14,7750.0,7832.11
7832.35,7840.5,7785.83,7789.96
7789.99,7828.46,7788.78,7821.07
7821.51,7873.12,7804.0,7811.31
7811.31,7834.0,7790.01,7831.63
7830.59,7835.0,7803.0,7817.76
7817.74,7854.06,7811.05,7847.29
7847.39,7850.0,7818.01,7820.01
7820.25,7841.57,7804.08,7807.17
7806.85,7817.96,7786.12,7804.99
7804.99,7825.0,7793.34,7821.24
7822.24,7822.55,7796.4,7803.68
7803.68,7825.0,7799.76,7803.37
7803.02,7818.41,7770.0,7818.02
7818.06,7819.84,7775.0,7785.31
7784.37,7802.6,7768.4,7795.3
7795.33,7797.95,7779.0,7779.0
7779.95,7781.99,7735.0,7748.86
7748.0,7775.3,7711.76,7752.88
7752.85,7786.13,7740.25,7748.64
7747.25,7757.38,7725.77,7751.15
7751.47,7755.66,7726.33,7752.98
7753.05,7754.36,7700.0,7712.29
7713.32,7725.0,7680.0,7706.53
7706.52,7748.07,7691.91,7744.3
7744.0,7750.0,7714.5,7716.47
7716.02,7779.0,7672.0,7767.75
7767.76,7788.0,7737.01,7771.87
7772.12,7849.99,7766.93,7825.56
7825.22,7854.44,7785.0,7841.69
7841.03,7862.0,7811.0,7831.93
7833.3,7899.98,7833.3,7893.98
7893.98,7933.04,7872.75,7928.24
7926.61,7944.0,7862.31,7870.4
7870.7,7935.0,7850.01,7915.54
7915.54,7982.85,7903.03,7978.65
7978.65,8085.0,7945.44,8033.69
8033.69,8086.85,8008.62,8066.6
8067.5,8140.11,7975.01,8011.5
8013.51,8046.0,7928.94,7952.65
7952.23,7971.35,7911.0,7937.04
7937.16,7979.0,7909.98,7966.3
7966.3,8113.53,7966.3,8089.99
8089.99,8107.0,7987.36,8022.16
8022.15,8122.0,7964.01,8021.54
8021.54,8093.99,8019.41,8059.49
8058.05,8100.0,8046.08,8090.71
8090.0,8095.32,8039.27,8073.16
8074.0,8116.82,8062.67,8099.68
8097.68,8135.21,8006.65,8049.99
8048.24,8063.64,7981.59,8027.28
8027.77,8101.86,8025.53,8090.13
8090.13,8098.0,8064.64,8094.38
8093.18,8199.0,8090.14,8197.02
8198.86,8200.0,8145.0,8150.77
8150.94,8177.21,8119.75,8168.92
8168.39,8250.0,8165.16,8240.68
8240.68,8253.26,8189.22,8204.86
8204.84,8214.6,8155.02,8191.8
8191.8,8217.41,8167.82,8206.19
8206.0,8207.81,8162.04,8170.0
8170.77,8179.9,8125.09,8158.49
8158.83,8179.94,8101.22,8106.44
8106.37,8139.0,8101.0,8117.82
8118.4,8118.4,8052.92,8059.98
8059.96,8093.97,8044.65,8083.41
8083.41,8109.9,8055.71,8096.42
8096.61,8128.98,8096.57,8124.99
8124.99,8150.0,8102.13,8111.57
8111.61,8112.41,8061.71,8074.18
8074.17,8096.63,8037.0,8083.79
8082.95,8096.87,8051.0,8052.96
8052.96,8121.0,8050.83,8119.94
8119.23,8129.97,8095.26,8114.22
8114.2,8117.03,8071.19,8082.85
8084.22,8085.27,8042.89,8054.03
8054.03,8069.65,8010.0,8063.69
8062.63,8074.26,8031.89,8045.95
8045.89,8064.98,8018.41,8043.81
8043.76,8068.0,8025.0,8061.95
8061.93,8099.27,8045.01,8058.24
8058.24,8102.56,8057.56,8090.02
8090.73,8135.0,8070.47,8093.72
8092.33,8096.63,8050.0,8053.75
8054.0,8084.14,8053.08,8067.63
8067.79,8106.65,8067.73,8099.73
8099.16,8160.71,8070.0,8143.52
8144.52,8180.7,8124.43,8169.46
8168.35,8209.15,8150.0,8203.9
8202.99,8221.55,8152.89,8160.56
8160.0,8168.54,8136.68,8161.26
8160.8,8189.0,8151.25,8169.14
8169.64,8179.96,8142.0,8149.46
8148.57,8163.99,8137.27,8151.78
8151.77,8189.49,8149.98,8158.46
8158.46,8174.2,8140.98,8161.81
8161.81,8175.0,8152.33,8161.61
8161.44,8286.34,8060.25,8105.0
8106.12,8139.69,8030.0,8075.0
8075.0,8099.98,8050.0,8082.57
8082.58,8082.58,8035.0,8067.77
8068.5,8068.77,8003.16,8020.01
8020.01,8048.09,7960.0,8039.75
8040.39,8080.0,8021.77,8060.89
8060.24,8081.37,8036.13,8072.6
8072.26,8089.97,8052.63,8065.53
8065.63,8085.89,8052.88,8074.62
8074.61,8108.0,8070.41,8095.0
8095.0,8110.92,8065.62,8081.62
8081.78,8096.67,8075.26,8091.33
8090.7,8105.0,8083.63,8093.11
8093.34,8095.2,8071.2,8073.79
8073.03,8096.85,8070.98,8094.99
8094.72,8110.92,8088.59,8106.05
8105.96,8153.84,8105.06,8117.98
8117.99,8129.83,8080.01,8083.84
8083.43,8102.22,8080.45,8089.54
8089.42,8110.0,8084.53,8097.51
8097.51,8131.56,8080.01,8122.87
8122.65,8144.72,8110.0,8140.59
8138.71,8159.99,8121.7,8157.97
8158.15,8164.08,8118.0,8137.5
8137.49,8140.87,8095.72,8116.21
8116.58,8137.0,8115.0,8122.12
8120.87,8127.84,8103.17,8121.21
8121.21,8130.5,8106.04,8114.08
8114.08,8155.77,8113.11,8125.84
8125.59,8152.0,8113.42,8132.19
8132.19,8145.0,8122.09,8132.42
8132.21,8170.1,8125.0,8165.0
8165.08,8185.0,8139.12,8145.8
8146.88,8152.5,8127.79,8137.17
8137.64,8170.0,8137.28,8167.97
8167.97,8171.0,8150.02,8152.7
8152.63,8175.0,8143.0,8158.7
8158.79,8160.01,8100.0,8101.98
8101.02,8197.0,8072.0,8108.54
8109.8,8135.31,8074.86,8101.47
8101.47,8129.52,8085.0,8114.41
8114.64,8129.68,8108.98,8119.31
8119.91,8160.42,8119.32,8124.2
8124.71,8145.79,8121.05,8132.01
8131.4,8152.56,8128.58,8141.27
8140.87,8145.0,8131.26,8138.74
8138.76,8145.98,8133.01,8135.57
8136.21,8139.0,8091.22,8102.32
8102.21,8135.0,8100.44,8132.47
8131.82,8168.78,8131.52,8159.3
8159.91,8170.47,8134.51,8158.76
8158.23,8185.0,8151.51,8184.98
8184.97,8196.0,8142.11,8151.9
8151.96,8172.62,8142.49,8152.73
8152.72,8163.13,8138.0,8152.85
8153.07,8158.6,8140.03,8155.98
8155.98,8159.52,8131.81,8133.02
8133.0,8143.61,8109.7,8113.12
8112.97,8124.9,8086.83,8088.0
8087.99,8121.45,8086.39,8105.77
8105.73,8117.75,8090.25,8115.4
8115.53,8126.31,8105.0,8118.33
8118.07,8118.07,8092.7,8100.99
8100.99,8107.82,8077.65,8096.23
8096.18,8115.0,8093.57,8094.99
8095.01,8095.7,8057.59,8063.11
8063.11,8094.05,8060.0,8093.48
8093.39,8093.39,8070.47,8075.26
8075.26,8109.0,8065.0,8102.74
8102.89,8134.6,8100.0,8129.99
8131.03,8132.5,8101.01,8103.03
8103.61,8130.36,8086.01,8113.69
8113.67,8122.49,8105.44,8108.01
8108.0,8129.0,8093.08,8125.69
8125.66,8131.56,8110.95,8113.83
8113.83,8115.37,8075.0,8075.01
8076.86,8090.93,8055.89,8084.94
8084.94,8096.11,8079.24,8092.85
8093.16,8114.48,8086.31,8103.89
8103.9,8107.33,8077.64,8086.78
8087.24,8095.0,8071.56,8076.13
8075.05,8096.76,8073.0,8090.0
8090.0,8103.18,8073.0,8081.68
8082.0,8089.97,8074.52,8084.89
8085.07,8107.0,8071.12,8086.95
8086.36,8110.0,8086.36,8109.96
8109.38,8129.45,8096.01,8114.0
8114.71,8119.1,8090.5,8098.22
8098.21,8106.77,8088.0,8095.36
8095.74,8109.71,8090.23,8107.93
8107.92,8117.0,8103.17,8116.53
8116.53,8121.84,8104.01,8111.83
8111.83,8124.84,8104.93,8119.37
8118.73,8160.0,8116.0,8156.84
8155.79,8158.88,8132.0,8138.33
8138.32,8142.94,8119.66,8136.0
8136.0,8141.01,8101.0,8109.93
8109.93,8125.5,8101.0,8116.72
8116.72,8137.94,8115.09,8120.54
8121.11,8130.14,8101.76,8110.34
8110.34,8155.0,8105.54,8145.37
8145.47,8315.0,8144.75,8270.0
8270.01,8386.87,8268.57,8340.44
8338.83,8488.11,8338.58,8431.83
8431.83,8432.19,8375.0,8389.0
8389.1,8434.33,8383.45,8431.14
8431.17,8433.98,8378.0,8384.24
8384.31,8473.18,8383.45,8461.84
8461.83,8571.81,8461.83,8527.98
8526.88,8573.0,8517.59,8524.0
8523.92,8543.29,8509.29,8517.54
8517.62,8530.6,8453.35,8477.37
8477.48,8499.9,8465.29,8485.14
8484.18,8513.32,8484.16,8509.54
8509.53,8523.84,8492.26,8513.09
8513.09,8542.43,8501.04,8509.99
8509.85,8531.06,8500.0,8523.87
8523.88,8535.91,8505.92,8511.79
8511.87,8546.96,8511.87,8545.28
8545.93,8561.0,8482.0,8504.73
8504.73,8530.0,8481.24,8491.69
8492.07,8527.95,8470.0,8518.12
8518.13,8530.0,8504.6,8508.49
8508.48,8530.0,8505.0,8526.87
8526.87,8555.0,8504.0,8530.9
8531.76,8625.37,8480.0,8499.99
8498.81,8567.74,8498.73,8540.86
8540.89,8588.88,8526.0,8587.4
8588.86,8700.0,8562.0,8686.15
8684.2,8740.0,8669.48,8690.0
8689.99,8713.79,8633.0,8708.3
8708.3,8760.0,8670.0,8675.48
8673.18,8696.17,8520.0,8555.82
8555.75,8691.8,8525.62,8677.05
8677.22,8775.0,8638.88,8723.74
8722.11,8811.82,8702.67,8773.35
8771.1,8850.0,8771.1,8805.99
8805.9,8835.0,8608.0,8769.35
8769.07,8770.08,8687.01,8716.62
8715.73,8772.8,8707.77,8767.56
8765.51,8766.93,8694.96,8714.69
8713.67,8744.09,8670.0,8688.19
8688.18,8735.0,8666.22,8715.0
8715.0,8761.49,8710.8,8734.93
8735.92,8769.61,8719.11,8767.14
8767.51,8789.79,8733.0,8735.87
8736.0,8835.0,8722.0,8834.94
8834.88,8880.0,8800.65,8810.01
8814.64,8900.0,8701.0,8887.38
8890.96,8891.99,8771.44,8772.86
8774.15,8803.81,8712.0,8760.0
8758.92,8799.56,8750.0,8777.99
8778.0,8835.0,8765.3,8788.46
8788.46,8822.63,8787.84,8813.83
8813.99,8817.98,8750.22,8762.31
8763.78,8784.56,8727.0,8727.61
8727.0,8741.75,8570.01,8614.06
8614.06,8661.1,8592.3,8597.51
8597.41,8649.99,8564.0,8641.57
8641.49,8666.91,8600.0,8612.29
8612.01,8670.0,8600.01,8664.6
8665.95,8693.72,8651.81,8680.58
8680.82,8687.96,8632.0,8645.92
8645.93,8651.19,8618.63,8627.13
